Cell	cell_type
B18_B002386.gencode.vH29	Alveolar Fibroblast
B18_B003137.gencode.vH29	Alveolar Fibroblast
B20_B003135.gencode.vH29	Adventitial Fibroblast
B3_B003137.gencode.vH29	Alveolar Fibroblast
C14_B003138.gencode.vH29	Alveolar Fibroblast
C15_B003139.gencode.vH29	Myofibroblast
C15_B003141.gencode.vH29	Alveolar Fibroblast
C16_B002014.gencode.vH29	Alveolar Fibroblast
C17_B003138.gencode.vH29	Adventitial Fibroblast
D16_B002382.gencode.vH29	Alveolar Fibroblast
D17_B003135.gencode.vH29	Alveolar Fibroblast
D18_B003138.gencode.vH29	Alveolar Fibroblast
D19_B003137.gencode.vH29	Alveolar Fibroblast
D20_B002014.gencode.vH29	Adventitial Fibroblast
D3_B002014.gencode.vH29	Alveolar Fibroblast
D3_B003137.gencode.vH29	Alveolar Fibroblast
D3_B003138.gencode.vH29	Alveolar Fibroblast
E14_B003138.gencode.vH29	Alveolar Fibroblast
E15_B002383.gencode.vH29	Myofibroblast
E16_B003136.gencode.vH29	Adventitial Fibroblast
E16_B003137.gencode.vH29	Alveolar Fibroblast
E18_B003136.gencode.vH29	Alveolar Fibroblast
E18_B003137.gencode.vH29	Adventitial Fibroblast
E19_B002382.gencode.vH29	Alveolar Fibroblast
E19_B003136.gencode.vH29	Myofibroblast
E20_B002385.gencode.vH29	Alveolar Fibroblast
E20_B003135.gencode.vH29	Alveolar Fibroblast
F13_B003138.gencode.vH29	Alveolar Fibroblast
F14_B002386.gencode.vH29	Alveolar Fibroblast
F14_B003138.gencode.vH29	Alveolar Fibroblast
F15_B002014.gencode.vH29	Alveolar Fibroblast
F16_B003137.gencode.vH29	Alveolar Fibroblast
F17_B003137.gencode.vH29	Alveolar Fibroblast
F18_B002382.gencode.vH29	Alveolar Fibroblast
F19_B003138.gencode.vH29	Alveolar Fibroblast
F20_B003135.gencode.vH29	Alveolar Fibroblast
G12_B003137.gencode.vH29	Alveolar Fibroblast
G17_B003136.gencode.vH29	Alveolar Fibroblast
G17_B003138.gencode.vH29	Alveolar Fibroblast
G8_B003135.gencode.vH29	Alveolar Fibroblast
H15_B002382.gencode.vH29	Alveolar Fibroblast
H15_B003138.gencode.vH29	Alveolar Fibroblast
H17_B003139.gencode.vH29	Myofibroblast
H19_B002386.gencode.vH29	Alveolar Fibroblast
H19_B003137.gencode.vH29	Alveolar Fibroblast
I14_B002382.gencode.vH29	Alveolar Fibroblast
I14_B003136.gencode.vH29	Alveolar Fibroblast
I16_B003137.gencode.vH29	Alveolar Fibroblast
I17_B002386.gencode.vH29	Alveolar Fibroblast
I18_B003135.gencode.vH29	Alveolar Fibroblast
I19_B003138.gencode.vH29	Adventitial Fibroblast
J1_B003137.gencode.vH29	Alveolar Fibroblast
J17_B003140.gencode.vH29	Adventitial Fibroblast
J17_B003141.gencode.vH29	Alveolar Fibroblast
J18_B003140.gencode.vH29	Alveolar Fibroblast
J19_B003138.gencode.vH29	Adventitial Fibroblast
J4_B002014.gencode.vH29	Alveolar Fibroblast
K1_B002386.gencode.vH29	Alveolar Fibroblast
K1_B003138.gencode.vH29	Alveolar Fibroblast
K13_B003138.gencode.vH29	Alveolar Fibroblast
K15_B003138.gencode.vH29	Alveolar Fibroblast
K20_B003135.gencode.vH29	Alveolar Fibroblast
K7_B003135.gencode.vH29	Alveolar Fibroblast
K7_B003137.gencode.vH29	Alveolar Fibroblast
L1_B003138.gencode.vH29	Alveolar Fibroblast
L14_B003138.gencode.vH29	Alveolar Fibroblast
L15_B002385.gencode.vH29	Myofibroblast
L15_B003137.gencode.vH29	Alveolar Fibroblast
L19_B003135.gencode.vH29	Alveolar Fibroblast
L4_B003142.gencode.vH29	Alveolar Fibroblast
M15_B003139.gencode.vH29	Alveolar Fibroblast
M18_B002383.gencode.vH29	Alveolar Fibroblast
N1_B003138.gencode.vH29	Alveolar Fibroblast
N11_B003136.gencode.vH29	Alveolar Fibroblast
N14_B002014.gencode.vH29	Adventitial Fibroblast
N14_B002383.gencode.vH29	Alveolar Fibroblast
N14_B003137.gencode.vH29	Alveolar Fibroblast
N17_B002382.gencode.vH29	Alveolar Fibroblast
N18_B003135.gencode.vH29	Alveolar Fibroblast
N18_B003137.gencode.vH29	Alveolar Fibroblast
N19_B002383.gencode.vH29	Alveolar Fibroblast
N19_B003136.gencode.vH29	Adventitial Fibroblast
N20_B003135.gencode.vH29	Alveolar Fibroblast
N20_B003139.gencode.vH29	Alveolar Fibroblast
N3_B003135.gencode.vH29	Alveolar Fibroblast
O12_B003135.gencode.vH29	Alveolar Fibroblast
O14_B003137.gencode.vH29	Alveolar Fibroblast
O15_B003136.gencode.vH29	Adventitial Fibroblast
O16_B002014.gencode.vH29	Alveolar Fibroblast
O17_B002383.gencode.vH29	Alveolar Fibroblast
O18_B002386.gencode.vH29	Alveolar Fibroblast
O5_B003135.gencode.vH29	Alveolar Fibroblast
O9_B003137.gencode.vH29	Alveolar Fibroblast
P14_B003138.gencode.vH29	Adventitial Fibroblast
P17_B002014.gencode.vH29	Alveolar Fibroblast
P7_B002014.gencode.vH29	Alveolar Fibroblast
A14_B002383.gencode.vH29	Lymphatic
A19_B003141.gencode.vH29	Lymphatic
A5_B002383.gencode.vH29	Vein
B14_B002385.gencode.vH29	Artery
B14_B003139.gencode.vH29	Artery
C10_B002386.gencode.vH29	Vein
C16_B003137.gencode.vH29	Lymphatic
C16_B003142.gencode.vH29	Artery
C17_B003142.gencode.vH29	Vein
C6_B002385.gencode.vH29	Artery
D12_B003140.gencode.vH29	Vein
D14_B003139.gencode.vH29	Artery
D15_B003141.gencode.vH29	Artery
D16_B003142.gencode.vH29	Capillary
D17_B003142.gencode.vH29	Artery
E17_B003138.gencode.vH29	Artery
E18_B003141.gencode.vH29	Lymphatic
E2_B002386.gencode.vH29	Vein
F13_B002385.gencode.vH29	Vein
F17_B003139.gencode.vH29	Artery
F18_B002386.gencode.vH29	Lymphatic
G12_B003140.gencode.vH29	Vein
G13_B002014.gencode.vH29	Vein
G14_B002382.gencode.vH29	Lymphatic
G14_B003139.gencode.vH29	Vein
G15_B002385.gencode.vH29	Vein
G17_B002385.gencode.vH29	Lymphatic
G19_B003137.gencode.vH29	Vein
G20_B003139.gencode.vH29	Lymphatic
H16_B003136.gencode.vH29	Vein
H18_B003140.gencode.vH29	Vein
H20_B002382.gencode.vH29	Vein
H20_B003139.gencode.vH29	Vein
I14_B002385.gencode.vH29	Vein
I16_B002385.gencode.vH29	Vein
I16_B003140.gencode.vH29	Lymphatic
I19_B002383.gencode.vH29	Lymphatic
I3_B003141.gencode.vH29	Vein
I7_B003139.gencode.vH29	Vein
J15_B002014.gencode.vH29	Vein
J16_B002014.gencode.vH29	Lymphatic
J16_B003141.gencode.vH29	Artery
J20_B002383.gencode.vH29	Vein
J20_B003136.gencode.vH29	Vein
J20_B003140.gencode.vH29	Lymphatic
K10_B003142.gencode.vH29	Lymphatic
K12_B002385.gencode.vH29	Artery
K14_B002382.gencode.vH29	Lymphatic
K14_B003139.gencode.vH29	Artery
K17_B003136.gencode.vH29	Lymphatic
K19_B002385.gencode.vH29	Artery
K19_B002386.gencode.vH29	Lymphatic
K19_B003136.gencode.vH29	Artery
K2_B003142.gencode.vH29	Vein
K8_B002385.gencode.vH29	Vein
K8_B003142.gencode.vH29	Vein
L11_B002382.gencode.vH29	Artery
L14_B002383.gencode.vH29	Vein
L15_B002382.gencode.vH29	Vein
M15_B003141.gencode.vH29	Vein
M17_B002386.gencode.vH29	Vein
M18_B003141.gencode.vH29	Vein
M19_B003140.gencode.vH29	Lymphatic
M20_B003137.gencode.vH29	Lymphatic
N13_B003139.gencode.vH29	Vein
N13_B003142.gencode.vH29	Vein
N15_B002014.gencode.vH29	Vein
N4_B002382.gencode.vH29	Vein
N4_B003136.gencode.vH29	Vein
N8_B003142.gencode.vH29	Vein
O14_B003140.gencode.vH29	Lymphatic
O18_B002382.gencode.vH29	Vein
O3_B003136.gencode.vH29	Artery
A14_B002386.gencode.vH29	Pericyte
A14_B003136.gencode.vH29	Pericyte
A14_B003140.gencode.vH29	Pericyte
A15_B002386.gencode.vH29	Pericyte
A15_B003135.gencode.vH29	Pericyte
A15_B003136.gencode.vH29	Pericyte
A15_B003141.gencode.vH29	Pericyte
A16_B003138.gencode.vH29	Pericyte
A16_B003141.gencode.vH29	Pericyte
A17_B002386.gencode.vH29	Pericyte
A18_B003136.gencode.vH29	Pericyte
A18_B003138.gencode.vH29	Pericyte
A19_B002386.gencode.vH29	Pericyte
A19_B003135.gencode.vH29	Pericyte
A19_B003138.gencode.vH29	Pericyte
A20_B002382.gencode.vH29	Pericyte
A20_B002386.gencode.vH29	Pericyte
A20_B003135.gencode.vH29	Pericyte
A23_B003141.gencode.vH29	Pericyte
B14_B003137.gencode.vH29	Pericyte
B15_B003136.gencode.vH29	Pericyte
B15_B003137.gencode.vH29	Pericyte
B16_B002383.gencode.vH29	Vascular Smooth Muscle
B16_B003135.gencode.vH29	Pericyte
B16_B003136.gencode.vH29	Pericyte
B17_B002386.gencode.vH29	Pericyte
B17_B003135.gencode.vH29	Pericyte
B17_B003136.gencode.vH29	Pericyte
B18_B002382.gencode.vH29	Pericyte
B18_B003140.gencode.vH29	Vascular Smooth Muscle
B19_B003136.gencode.vH29	Pericyte
B19_B003141.gencode.vH29	Pericyte
B20_B002382.gencode.vH29	Pericyte
B20_B003138.gencode.vH29	Pericyte
C14_B002386.gencode.vH29	Pericyte
C15_B002014.gencode.vH29	Pericyte
C15_B002382.gencode.vH29	Pericyte
C15_B002383.gencode.vH29	Pericyte
C15_B002385.gencode.vH29	Pericyte
C15_B003142.gencode.vH29	Pericyte
C17_B002382.gencode.vH29	Pericyte
C17_B003135.gencode.vH29	Pericyte
C17_B003137.gencode.vH29	Pericyte
C17_B003140.gencode.vH29	Pericyte
C18_B002386.gencode.vH29	Pericyte
C19_B003135.gencode.vH29	Pericyte
C19_B003137.gencode.vH29	Pericyte
C20_B003137.gencode.vH29	Pericyte
C5_B002382.gencode.vH29	Pericyte
D14_B003135.gencode.vH29	Pericyte
D14_B003137.gencode.vH29	Pericyte
D14_B003140.gencode.vH29	Vascular Smooth Muscle
D14_B003141.gencode.vH29	Pericyte
D15_B002014.gencode.vH29	Pericyte
D15_B003136.gencode.vH29	Pericyte
D15_B003140.gencode.vH29	Pericyte
D16_B002386.gencode.vH29	Pericyte
D16_B003135.gencode.vH29	Pericyte
D17_B002382.gencode.vH29	Pericyte
D17_B003140.gencode.vH29	Pericyte
D17_B003141.gencode.vH29	Pericyte
D18_B003140.gencode.vH29	Pericyte
D19_B003135.gencode.vH29	Pericyte
D19_B003142.gencode.vH29	Pericyte
D8_B003140.gencode.vH29	Pericyte
E15_B003135.gencode.vH29	Pericyte
E15_B003137.gencode.vH29	Pericyte
E15_B003142.gencode.vH29	Pericyte
E16_B002385.gencode.vH29	Vascular Smooth Muscle
E16_B002386.gencode.vH29	Pericyte
E17_B003135.gencode.vH29	Pericyte
E17_B003137.gencode.vH29	Pericyte
E17_B003140.gencode.vH29	Pericyte
E18_B002382.gencode.vH29	Pericyte
E18_B002385.gencode.vH29	Airway Smooth Muscle
E18_B002386.gencode.vH29	Pericyte
E18_B003135.gencode.vH29	Pericyte
E19_B003138.gencode.vH29	Pericyte
E19_B003140.gencode.vH29	Pericyte
E19_B003142.gencode.vH29	Pericyte
E20_B002382.gencode.vH29	Pericyte
E20_B002386.gencode.vH29	Pericyte
E20_B003137.gencode.vH29	Pericyte
E20_B003141.gencode.vH29	Pericyte
E9_B003137.gencode.vH29	Pericyte
F14_B003135.gencode.vH29	Pericyte
F14_B003136.gencode.vH29	Pericyte
F15_B003135.gencode.vH29	Pericyte
F15_B003137.gencode.vH29	Pericyte
F15_B003141.gencode.vH29	Vascular Smooth Muscle
F16_B002382.gencode.vH29	Pericyte
F16_B002385.gencode.vH29	Pericyte
F18_B003137.gencode.vH29	Vascular Smooth Muscle
F18_B003142.gencode.vH29	Pericyte
F19_B002385.gencode.vH29	Pericyte
F20_B002386.gencode.vH29	Pericyte
F20_B003136.gencode.vH29	Pericyte
G14_B002385.gencode.vH29	Pericyte
G14_B002386.gencode.vH29	Pericyte
G14_B003141.gencode.vH29	Pericyte
G15_B003136.gencode.vH29	Pericyte
G15_B003141.gencode.vH29	Pericyte
G16_B002382.gencode.vH29	Pericyte
G16_B003135.gencode.vH29	Pericyte
G16_B003140.gencode.vH29	Pericyte
G16_B003142.gencode.vH29	Pericyte
G17_B002382.gencode.vH29	Pericyte
G17_B003137.gencode.vH29	Pericyte
G17_B003140.gencode.vH29	Pericyte
G18_B003137.gencode.vH29	Pericyte
G18_B003141.gencode.vH29	Pericyte
G19_B003136.gencode.vH29	Pericyte
G19_B003139.gencode.vH29	Pericyte
G19_B003140.gencode.vH29	Pericyte
G20_B002014.gencode.vH29	Pericyte
G20_B002382.gencode.vH29	Pericyte
G20_B003137.gencode.vH29	Pericyte
H14_B002385.gencode.vH29	Pericyte
H14_B003135.gencode.vH29	Vascular Smooth Muscle
H14_B003136.gencode.vH29	Vascular Smooth Muscle
H14_B003137.gencode.vH29	Pericyte
H14_B003140.gencode.vH29	Vascular Smooth Muscle
H15_B003135.gencode.vH29	Pericyte
H17_B002382.gencode.vH29	Pericyte
H17_B003135.gencode.vH29	Pericyte
H17_B003136.gencode.vH29	Pericyte
H18_B003136.gencode.vH29	Vascular Smooth Muscle
H18_B003137.gencode.vH29	Pericyte
H19_B002385.gencode.vH29	Pericyte
H19_B003135.gencode.vH29	Pericyte
H19_B003136.gencode.vH29	Pericyte
H19_B003142.gencode.vH29	Pericyte
H20_B003137.gencode.vH29	Pericyte
H4_B003138.gencode.vH29	Pericyte
I14_B002386.gencode.vH29	Pericyte
I14_B003137.gencode.vH29	Pericyte
I15_B002385.gencode.vH29	Pericyte
I15_B003142.gencode.vH29	Pericyte
I16_B002383.gencode.vH29	Pericyte
I16_B003136.gencode.vH29	Pericyte
I16_B003141.gencode.vH29	Pericyte
I17_B003135.gencode.vH29	Pericyte
I17_B003137.gencode.vH29	Pericyte
I17_B003141.gencode.vH29	Pericyte
I18_B003136.gencode.vH29	Pericyte
I18_B003140.gencode.vH29	Pericyte
I19_B003137.gencode.vH29	Pericyte
I19_B003141.gencode.vH29	Pericyte
I20_B002382.gencode.vH29	Pericyte
I20_B002385.gencode.vH29	Pericyte
I20_B002386.gencode.vH29	Pericyte
I20_B003137.gencode.vH29	Pericyte
I7_B003137.gencode.vH29	Pericyte
J14_B003141.gencode.vH29	Pericyte
J15_B003136.gencode.vH29	Pericyte
J16_B002383.gencode.vH29	Vascular Smooth Muscle
J16_B003136.gencode.vH29	Pericyte
J16_B003142.gencode.vH29	Pericyte
J17_B003142.gencode.vH29	Pericyte
J18_B003135.gencode.vH29	Pericyte
J18_B003137.gencode.vH29	Vascular Smooth Muscle
J18_B003142.gencode.vH29	Pericyte
J19_B003135.gencode.vH29	Pericyte
J19_B003140.gencode.vH29	Pericyte
J19_B003142.gencode.vH29	Pericyte
J20_B003135.gencode.vH29	Pericyte
J20_B003138.gencode.vH29	Pericyte
J4_B002382.gencode.vH29	Vascular Smooth Muscle
K14_B003142.gencode.vH29	Pericyte
K15_B002382.gencode.vH29	Pericyte
K15_B003142.gencode.vH29	Pericyte
K16_B003137.gencode.vH29	Pericyte
K16_B003140.gencode.vH29	Pericyte
K16_B003141.gencode.vH29	Pericyte
K17_B002386.gencode.vH29	Vascular Smooth Muscle
K17_B003137.gencode.vH29	Pericyte
K17_B003142.gencode.vH29	Vascular Smooth Muscle
K18_B002385.gencode.vH29	Pericyte
K18_B003135.gencode.vH29	Pericyte
K18_B003137.gencode.vH29	Pericyte
K19_B003135.gencode.vH29	Pericyte
K20_B003136.gencode.vH29	Pericyte
K4_B003140.gencode.vH29	Vascular Smooth Muscle
L14_B002385.gencode.vH29	Pericyte
L15_B003136.gencode.vH29	Pericyte
L16_B003141.gencode.vH29	Pericyte
L17_B002385.gencode.vH29	Pericyte
L17_B003135.gencode.vH29	Pericyte
L17_B003136.gencode.vH29	Pericyte
L17_B003141.gencode.vH29	Pericyte
L18_B003137.gencode.vH29	Pericyte
L18_B003140.gencode.vH29	Vascular Smooth Muscle
L19_B003142.gencode.vH29	Pericyte
L20_B002382.gencode.vH29	Pericyte
L20_B002385.gencode.vH29	Pericyte
L20_B002386.gencode.vH29	Pericyte
L20_B003135.gencode.vH29	Pericyte
L20_B003137.gencode.vH29	Pericyte
M14_B002382.gencode.vH29	Pericyte
M14_B003140.gencode.vH29	Pericyte
M15_B002386.gencode.vH29	Pericyte
M16_B003135.gencode.vH29	Vascular Smooth Muscle
M16_B003142.gencode.vH29	Pericyte
M17_B002385.gencode.vH29	Pericyte
M17_B003137.gencode.vH29	Pericyte
M18_B002382.gencode.vH29	Pericyte
M18_B002385.gencode.vH29	Pericyte
M18_B002386.gencode.vH29	Pericyte
M19_B002386.gencode.vH29	Pericyte
M19_B003135.gencode.vH29	Pericyte
M19_B003137.gencode.vH29	Pericyte
M20_B003135.gencode.vH29	Pericyte
M20_B003142.gencode.vH29	Pericyte
N14_B003135.gencode.vH29	Pericyte
N15_B002382.gencode.vH29	Pericyte
N15_B003135.gencode.vH29	Pericyte
N15_B003138.gencode.vH29	Pericyte
N15_B003140.gencode.vH29	Pericyte
N16_B002014.gencode.vH29	Vascular Smooth Muscle
N16_B003137.gencode.vH29	Pericyte
N16_B003140.gencode.vH29	Pericyte
N17_B003137.gencode.vH29	Pericyte
N17_B003140.gencode.vH29	Pericyte
N17_B003141.gencode.vH29	Pericyte
N18_B002382.gencode.vH29	Pericyte
N18_B003142.gencode.vH29	Pericyte
N19_B002385.gencode.vH29	Pericyte
N19_B003137.gencode.vH29	Pericyte
N20_B003141.gencode.vH29	Pericyte
O14_B003135.gencode.vH29	Pericyte
O17_B002385.gencode.vH29	Pericyte
O17_B003138.gencode.vH29	Pericyte
O18_B003137.gencode.vH29	Pericyte
O18_B003138.gencode.vH29	Pericyte
O18_B003142.gencode.vH29	Pericyte
O19_B003136.gencode.vH29	Pericyte
O19_B003140.gencode.vH29	Pericyte
O19_B003141.gencode.vH29	Pericyte
O20_B002382.gencode.vH29	Pericyte
O20_B002385.gencode.vH29	Pericyte
O20_B003135.gencode.vH29	Pericyte
O20_B003138.gencode.vH29	Pericyte
P14_B003142.gencode.vH29	Pericyte
P15_B003137.gencode.vH29	Pericyte
P16_B002382.gencode.vH29	Pericyte
P16_B003137.gencode.vH29	Pericyte
P17_B002385.gencode.vH29	Pericyte
P18_B002014.gencode.vH29	Vascular Smooth Muscle
P18_B003137.gencode.vH29	Pericyte
P18_B003141.gencode.vH29	Pericyte
P19_B002382.gencode.vH29	Pericyte
P19_B002385.gencode.vH29	Pericyte
P19_B003137.gencode.vH29	Pericyte
P19_B003138.gencode.vH29	Pericyte
P19_B003141.gencode.vH29	Pericyte
P2_B002385.gencode.vH29	Pericyte
P20_B003140.gencode.vH29	Pericyte
A14_B003141.gencode.vH29	Capillary
A18_B002386.gencode.vH29	Capillary
A19_B002383.gencode.vH29	Capillary
A6_B002382.gencode.vH29	Capillary
B14_B003136.gencode.vH29	Capillary
B15_B003138.gencode.vH29	Capillary
B15_B003140.gencode.vH29	Capillary
B17_B003141.gencode.vH29	Capillary
B18_B003141.gencode.vH29	Capillary
B19_B002386.gencode.vH29	Capillary
B19_B003137.gencode.vH29	Capillary
B20_B003140.gencode.vH29	Capillary
B20_B003142.gencode.vH29	Capillary
B3_B003142.gencode.vH29	Capillary
B5_B003136.gencode.vH29	Capillary
B7_B003140.gencode.vH29	Capillary
C14_B003135.gencode.vH29	Capillary
C14_B003141.gencode.vH29	Capillary Aerocyte
C14_B003142.gencode.vH29	Capillary
C15_B002386.gencode.vH29	Capillary
C15_B003135.gencode.vH29	Capillary
C15_B003136.gencode.vH29	Capillary
C16_B002382.gencode.vH29	Capillary
C16_B002385.gencode.vH29	Capillary
C16_B002386.gencode.vH29	Capillary
C16_B003135.gencode.vH29	Capillary
C16_B003136.gencode.vH29	Capillary
C17_B003136.gencode.vH29	Capillary
C18_B003140.gencode.vH29	Capillary
C19_B002386.gencode.vH29	Capillary
C19_B003141.gencode.vH29	Capillary
C20_B002382.gencode.vH29	Capillary
C20_B002386.gencode.vH29	Capillary
C20_B003136.gencode.vH29	Capillary
C20_B003141.gencode.vH29	Capillary
C20_B003142.gencode.vH29	Capillary
C5_B003141.gencode.vH29	Capillary
D10_B003135.gencode.vH29	Capillary
D10_B003140.gencode.vH29	Capillary
D14_B002382.gencode.vH29	Capillary
D14_B002386.gencode.vH29	Capillary
D14_B003136.gencode.vH29	Capillary
D14_B003142.gencode.vH29	Capillary
D15_B003135.gencode.vH29	Capillary
D16_B003136.gencode.vH29	Capillary
D16_B003137.gencode.vH29	Capillary
D17_B003136.gencode.vH29	Capillary
D18_B002382.gencode.vH29	Capillary
D18_B002386.gencode.vH29	Capillary
D18_B003136.gencode.vH29	Capillary
D18_B003142.gencode.vH29	Capillary
D19_B002382.gencode.vH29	Capillary
D19_B002385.gencode.vH29	Capillary
D19_B003136.gencode.vH29	Capillary
D20_B002385.gencode.vH29	Capillary
D20_B003135.gencode.vH29	Capillary
D4_B002386.gencode.vH29	Capillary
E11_B003140.gencode.vH29	Capillary Aerocyte
E13_B002385.gencode.vH29	Capillary
E14_B002386.gencode.vH29	Capillary
E14_B003140.gencode.vH29	Capillary
E14_B003142.gencode.vH29	Capillary
E15_B002385.gencode.vH29	Capillary
E16_B002382.gencode.vH29	Capillary
E16_B003141.gencode.vH29	Capillary
E18_B003140.gencode.vH29	Capillary
E19_B003141.gencode.vH29	Capillary
E5_B002386.gencode.vH29	Capillary
E7_B003142.gencode.vH29	Capillary
E9_B002386.gencode.vH29	Capillary
F13_B002382.gencode.vH29	Capillary Aerocyte
F14_B002385.gencode.vH29	Capillary
F14_B003140.gencode.vH29	Artery
F14_B003142.gencode.vH29	Capillary
F15_B002382.gencode.vH29	Capillary
F15_B002385.gencode.vH29	Capillary
F15_B002386.gencode.vH29	Capillary
F15_B003139.gencode.vH29	Capillary
F16_B003135.gencode.vH29	Capillary
F16_B003136.gencode.vH29	Capillary
F16_B003139.gencode.vH29	Capillary
F17_B003136.gencode.vH29	Capillary
F17_B003140.gencode.vH29	Capillary
F17_B003141.gencode.vH29	Capillary
F19_B002386.gencode.vH29	Capillary
F19_B003135.gencode.vH29	Capillary
F19_B003137.gencode.vH29	Capillary
F20_B002385.gencode.vH29	Capillary
F20_B003141.gencode.vH29	Capillary
F8_B003142.gencode.vH29	Capillary
G13_B003141.gencode.vH29	Capillary
G15_B003137.gencode.vH29	Capillary
G16_B002385.gencode.vH29	Capillary
G16_B003136.gencode.vH29	Capillary
G16_B003137.gencode.vH29	Capillary
G17_B003135.gencode.vH29	Capillary
G18_B002382.gencode.vH29	Capillary
G18_B003135.gencode.vH29	Artery
G18_B003142.gencode.vH29	Capillary
G19_B002385.gencode.vH29	Capillary
G2_B003136.gencode.vH29	Capillary
G20_B002385.gencode.vH29	Capillary
G20_B002386.gencode.vH29	Capillary
G20_B003135.gencode.vH29	Capillary
G20_B003141.gencode.vH29	Capillary
G8_B003140.gencode.vH29	Capillary
H14_B003142.gencode.vH29	Capillary
H15_B002385.gencode.vH29	Capillary
H15_B002386.gencode.vH29	Capillary
H15_B003136.gencode.vH29	Capillary
H16_B002386.gencode.vH29	Capillary
H17_B003142.gencode.vH29	Capillary
H18_B002386.gencode.vH29	Capillary
H18_B003142.gencode.vH29	Capillary
H20_B002386.gencode.vH29	Capillary
H20_B003141.gencode.vH29	Capillary
H5_B003140.gencode.vH29	Capillary
I1_B002386.gencode.vH29	Capillary
I1_B003136.gencode.vH29	Capillary
I10_B003142.gencode.vH29	Capillary
I13_B002385.gencode.vH29	Capillary
I15_B002382.gencode.vH29	Capillary
I15_B002386.gencode.vH29	Capillary
I15_B003135.gencode.vH29	Capillary
I16_B002386.gencode.vH29	Capillary
I17_B002382.gencode.vH29	Capillary
I18_B003137.gencode.vH29	Capillary
I18_B003139.gencode.vH29	Capillary
I18_B003141.gencode.vH29	Capillary
I19_B002385.gencode.vH29	Capillary
I19_B002386.gencode.vH29	Capillary
I8_B003140.gencode.vH29	Capillary
J14_B003135.gencode.vH29	Capillary
J15_B003140.gencode.vH29	Capillary
J16_B002386.gencode.vH29	Capillary
J17_B002385.gencode.vH29	Capillary
J17_B002386.gencode.vH29	Capillary
J17_B003136.gencode.vH29	Capillary
J17_B003137.gencode.vH29	Capillary
J18_B002382.gencode.vH29	Capillary
J18_B002385.gencode.vH29	Capillary
J18_B002386.gencode.vH29	Capillary
J18_B003139.gencode.vH29	Capillary Aerocyte
J19_B003141.gencode.vH29	Capillary
J20_B002386.gencode.vH29	Capillary
J6_B002382.gencode.vH29	Capillary
K11_B003136.gencode.vH29	Vein
K11_B003141.gencode.vH29	Capillary
K14_B002386.gencode.vH29	Capillary
K14_B003136.gencode.vH29	Capillary
K14_B003141.gencode.vH29	Capillary
K15_B002386.gencode.vH29	Capillary
K16_B002386.gencode.vH29	Capillary
K16_B003142.gencode.vH29	Capillary
K17_B002382.gencode.vH29	Capillary
K17_B002385.gencode.vH29	Capillary
K17_B003141.gencode.vH29	Capillary
K18_B002386.gencode.vH29	Capillary
K18_B003141.gencode.vH29	Capillary
K19_B003141.gencode.vH29	Capillary
K20_B002385.gencode.vH29	Capillary
K3_B003141.gencode.vH29	Capillary
L14_B003136.gencode.vH29	Capillary
L15_B003141.gencode.vH29	Capillary
L16_B002386.gencode.vH29	Capillary
L17_B002382.gencode.vH29	Capillary
L19_B002386.gencode.vH29	Capillary
